A68214,0,2,11,IMAGE,0,"P A G Ei The fyrste Sermon made the.xix. day of March, in the yere of our lord a.","PAGEi PAGEi PAGEi PAGEi The First Sermon made the xix day of March, in the year of our lord a."
A68214,145,2,23,IMAGE,17,"But let vs rather folow the exaple of the Niniuits and amende, then the example of the Aegiptians, and perish.","But let us rather follow the Exampl of the Ninevites and amend, then the Exampl of the egyptians, and perish."
A68214,146,2,23,IMAGE,17,"Thus much is to be take hede of, in the legacye of Ionas in the fyrste parte of the chapter.","Thus much is to be take heed of, in the legacy of Jonah in the First part of the chapter."
A68214,148,2,23,IMAGE,18,Now foloweth the seconde part conteyning Ionas dysobediece after this sort in ye text.,Now Followeth the seconde part containing Jonah dysobediece After this sort in you text.
A68214,150,2,23,IMAGE,19,"P A G Exiii Wher vpon Ionas rose to fly from the face of the lord into Tharsis,","Page xiii Page xiii Page xiii Page xiii Where upon Jonah rose to fly from the face of the lord into Tharsis,"
A68214,151,2,23,IMAGE,19,"& came to Iapho, & founde a shyp pressed towards Tharsis, paiing his passage, he wet into her, to come wyth them vnto Tharsis.","& Come to Japho, & found a ship pressed towards Tharsis, paying his passage, he wet into her, to come with them unto Tharsis."
A68214,153,2,23,IMAGE,20,"Ionas was comauded to cry & preach against ye Niniuites, but being afeard,","Jonah was comauded to cry & preach against you Niniuites, but being afeard,"
A68214,154,2,23,IMAGE,20,"& suspecting yt difficulty of yt vocacio, flyith an other way.","& suspecting that difficulty of that vocacio, flyith an other Way."
A68214,155,2,23,IMAGE,20,Here first ar two things to be noted:,Here First Are two things to be noted:
A68214,156,2,23,IMAGE,20,"whether he flyeth, & fro whece he flieth, the text saith he fledde to Tharsis, which some me thik is yt sea called Mare mediterraneu, but y more true opinio is, yt Tharsis is the citi caled Tunes, or Carthage.","whither he flies, & from whence he flies, the text Says he fled to Tharsis, which Some me thick is that sea called Mare mediterraneu, but y more true opinio is, that Tharsis is the city's called Tunis, or Carthage."
A68214,157,2,24,IMAGE,20,"Iapho is the citie called Ioppe, a haue towne in Palestina.","Japho is the City called Joppa, a have town in Palestine."
A68214,158,2,24,IMAGE,20,"He flieth from the face of God, that is to wyte from the beneuolente and mercyful god that appoynted hym to the vocacion of preachyng.","He flies from the face of God, that is to wit from the beneuolente and merciful god that appointed him to the vocation of preaching."
A68214,159,2,24,IMAGE,20,Of thys text we learne manye Godlye doctrines.,Of this text we Learn many Godly doctrines.
A68214,160,2,24,IMAGE,20,"First, how hard & difficult a vocacio it is, to be a preacher, that incase he be not wyth a synguler mercy of God comforted and strengthned, he can not, nor is it possyble he shuld preach truly Gods word, as it is to be sene by Moses.","First, how hard & difficult a vocacio it is, to be a preacher, that incase he be not with a singular mercy of God comforted and strengthened, he can not, nor is it possible he should preach truly God's word, as it is to be seen by Moses."
A68214,161,2,24,IMAGE,20,Ex. v. vi. Esay. vi.,Ex. v. vi. Isaiah. vi.
A68214,162,2,24,IMAGE,20,"Hier. i. ii. Math. x. and in thys ye may see the dyuersitie betwene the ministerye of God,","Hier. i. ii. Math. x. and in this you may see the dyuersitie between the Ministry of God,"
A68214,163,2,24,IMAGE,20,"& of y deuil, of Christ, and of Antechrist.","& of y Devil, of christ, and of Antichrist."
A68214,164,2,24,IMAGE,20,"Christs mynistery is ful of labors, paines P A G Exiiii sclounders, and calamytyes.","Christ mynistery is full of labors, pains PAGExiiii PAGExiiii PAGExiiii PAGExiiii sclounders, and calamytyes."
A68214,165,2,24,IMAGE,20,"Antichrist is ful of care, pleasures, comodities,","Antichrist is full of care, pleasures, commodities,"
A68214,166,2,24,IMAGE,20,"& honoures: as ye maye see through all the kingdom of the Pope, for ther is not a byshoppricke nor benefice ca fal, but ten ar reddy to take it or it come to the groud.","& honours: as you may see through all the Kingdom of the Pope, for there is not a bishopric nor benefice circa fall, but ten Are ready to take it or it come to the Ground."
A68214,167,2,24,IMAGE,20,"Yea, and healpe awaye the incumbet wyth an Italion figge before tyme, as ye may rede of Uictor the thyrd.","Yea, and help away the incumbet with an Italian fig before time, as you may rede of Victor the Third."
A68214,168,2,24,IMAGE,20,"The seconde doctryne is, that who so euer leaueth vndone the office commaunded vnto him by god, flieth from the fauour and good wyl of God, as it is to be sene. i.","The seconde Doctrine is, that who so ever Leaveth undone the office commanded unto him by god, flies from the favour and good will of God, as it is to be seen. i."
A68214,169,2,24,IMAGE,20,Regu. xv. Here be al bishops and priestes admonished to beware how they leaue their deuties and cures.,Regu. xv. Here be all Bishops and Priests admonished to beware how they leave their duties and cures.
A68214,170,2,25,IMAGE,20,"They flie from y face of god as many as beare that name and preache not the word of God, and instruct not the people after the mouthe of god.","They fly from y face of god as many as bear that name and preach not the word of God, and instruct not the people After the Mouth of god."
A68214,171,2,25,IMAGE,20,"Myserable and cursed is our tyme of gods owne mouth that ther be such dom bishops, vnpreaching prelats, and such asseheadded Mynysters in the church of God.","Miserable and cursed is our time of God's own Mouth that there be such dom Bishops, unpreaching Prelates, and such asseheadded Ministers in the Church of God."
A68214,172,2,25,IMAGE,20,"Christ institutid nether singers, nor massers, but preachers, and testimonies of his true doctrine. Mar. xvi. Mat. xxviii. Luk. xxiiii."," christ institutid neither singers, nor mass, but Preachers, and testimonies of his true Doctrine. Mar. xvi. Mathew xxviii. Luk. xxiiii."
A68214,173,2,25,IMAGE,20,"Act. i. He that leaueth thys doctryne vntaught in the church, or teacheth a contrary doctrin flieth from the face of god, and do incurre the daunger and dampnacion that is wrytten.","Act. i. He that Leaveth this Doctrine untaught in the Church, or Teaches a contrary Doctrine flies from the face of god, and do incur the danger and damnation that is written."
A68214,174,2,25,IMAGE,20,Ezechi. xxxiii. iii.,Ezekiel. xxxiii. iii.
A68214,176,2,25,IMAGE,21,I wyll requyre theyr losse (sayeth God to the preacher) at P A G Exv thy hand.,I will require their loss (Saith God to the preacher) At Page xv Page xv Page xv Page xv thy hand.
A68214,177,2,25,IMAGE,21,Let noma therfore be offended if the cryer speake agaynst the faultes of al degres wythout excepcion:,Let noma Therefore be offended if the crier speak against the Faults of all Degrees without exception:
A68214,178,2,25,IMAGE,21,"seing he is commaunded so to do vpo the paine eternal of his soule, and Paule sayth:","sing he is commanded so to do upon the pain Eternal of his soul, and Paul say:"
A68214,179,2,25,IMAGE,21,"wo be vnto me, if I preache not. i. Cor. ix.","woe be unto me, if I preach not. i. Cor. ix."
A68214,180,2,25,IMAGE,21,"Let all men take heede to do the thing that apparteyneth to theyr offyce, least they depart from the face of the Lord, as kyngs do, if they make any laws contrary to the lawe of God and the lawe of nature, or suffer theyr subiectes to be tawght in anye doctryne for the saluacion of theyr soules, beside and contrary to the expresse word of god.","Let all men take heed to do the thing that apparteyneth to their office, lest they depart from the face of the Lord, as Kings do, if they make any laws contrary to the law of God and the law of nature, or suffer their Subjects to be tawght in any Doctrine for the salvation of their Souls, beside and contrary to the express word of god."
A68214,182,2,26,IMAGE,22,"The iustyce departeth from the face of God, when yt he for fauor, preposterous peti, or for bribes iudgeth not iustly.","The Justice departeth from the face of God, when that he for favour, preposterous Peti, or for Bribes Judgeth not justly."
A68214,183,2,26,IMAGE,22,The gentle men when bysyde charity seke themselues wyth the hurt of their neighbours.,The gentle men when busied charity seek themselves with the hurt of their neighbours.
A68214,184,2,26,IMAGE,22,"The commons of euery realme departeth fro the fauour of god when sediciously,","The commons of every realm departeth from the favour of god when seditiously,"
A68214,185,2,26,IMAGE,22,"& inobedientlye they make tumults, and sedicion, lyftynge vp weapon agaynst theyr kyng and rulers, whych leadeth to eternal dapnacion. Rom. xiii. Num. xvi.","& inobedientlye they make tumults, and sedition, lifting up weapon against their King and Rulers, which leads to Eternal dapnacion. Rom. xiii. Num. xvi."
A68214,187,2,26,IMAGE,23,But a man might say:,But a man might say:
A68214,188,2,26,IMAGE,23,"toush, it is not so great a matter, if a man walke not in hys vocacion, neyther yet is god so much offended with dysobediece, but thys fleshly and peruerse opinion, may soone be corrected, if me wold cosider the daungers that thys poore man Ionas fell into, for hys dysobedyence.","toush, it is not so great a matter, if a man walk not in his vocation, neither yet is god so much offended with dysobediece, but this fleshly and perverse opinion, may soon be corrected, if me would Consider the dangers that this poor man Jonah fell into, for his dysobedyence."
A68214,189,2,26,IMAGE,23,P A G Exvii They be in number syxe.,Page xvii Page xvii Page xvii Page xvii They be in number syxe.
A68214,190,2,26,IMAGE,23,The fyrste is the perylous wyndes that troubleth the shippe.,The First is the perilous winds that Troubles the ship.
A68214,191,2,26,IMAGE,23,"The seconde, hys synne and dysobedience is detected and made open by lottes.","The seconde, his sin and dysobedience is detected and made open by lots."
A68214,192,2,26,IMAGE,23,"The thyrd, he is examyned what he is.","The Third, he is examined what he is."
A68214,193,2,26,IMAGE,23,"The fourthe, he is constrayned to geue sentence of death agaynst hym selfe.","The Fourth, he is constrained to give sentence of death against him self."
A68214,194,2,26,IMAGE,23,"The fyfth, the shipmen cannot saue him.","The fyfth, the shipmen cannot save him."
A68214,195,2,26,IMAGE,23,"The sixt, he is cast into the sea.","The sixt, he is cast into the sea."
A68214,197,2,26,IMAGE,24,The fyrst daunger hath two partes:,The fyrst danger hath two parts:
A68214,198,2,26,IMAGE,24,The one sheweth the daunger of the shyppe.,The one shows the danger of the ship.
A68214,199,2,26,IMAGE,24,The other shewith how the mariners behaueth the selues in the time of theyr daunger.,The other Showeth how the Mariners behaveth the selves in the time of their danger.
A68214,200,2,26,IMAGE,24,"Of the fyrst, thus sayth the Prophet.","Of the fyrst, thus say the Prophet."
A68214,202,2,27,IMAGE,25,"The Lorde hurled a greate wynde into the sea, and there arose a myghtie tempest in the sea, so that the shyppe was in Ieoperdie of goynge in pieces.","The Lord hurled a great wind into the sea, and there arose a mighty tempest in the sea, so that the ship was in Jeopardy of going in Pieces."
