A72490,0,3,8,IMAGE,0,A Sermon.,A Sermon.
A72490,145,3,16,IMAGE,5,"It ware good to beware in tyme I saie, for after that tyme, it is to late to be beware,","It beware good to beware in time I say, for After that time, it is to late to be beware,"
A72490,146,3,16,IMAGE,5,"It is to late to be wyse, for al thy warenesse and wisedome will not helpe then.","It is to late to be wise, for all thy warenesse and Wisdom will not help then."
A72490,147,3,16,IMAGE,5,Lette them be ware nowe ere it be ouer late.,Let them be aware now ere it be over late.
A72490,148,3,16,IMAGE,5,"Remember the olde prouerbe: happie is he that can be ware by another manes hurte, he is wise, that can learne wisedome by another manes folishnes."," remember the old proverb: happy is he that can be aware by Another manes hurt, he is wise, that can Learn Wisdom by Another manes foolishness."
A72490,149,3,16,IMAGE,5,He is happie that can learne to be ware in tyme.,He is happy that can Learn to be aware in time.
A72490,150,3,16,IMAGE,5,"All menne, that haue godly witte and vnderstandynge, maye be ware howe they vse their gooddes and their liues, by these.ij. men setfurth in these.ij. parables, to all men to learne by, howe to haue heare in this worlde there goodes, and howe to spende them.","All men, that have godly wit and understanding, may be aware how they use their God's and their lives, by these ij men setfurth in these ij parables, to all men to Learn by, how to have hear in this world there goods, and how to spend them."
A72490,151,3,16,IMAGE,5,Of the one mencion is made in Luke.xij.,Of the one mention is made in Lycia xij
A72490,152,3,16,IMAGE,5,"Chapiter, And of the other in the.xvj.","Chapter, And of the other in the xvj"
A72490,153,3,16,IMAGE,5,Chapiter of thesame Euangeliste. I wyll begynne nowe with the fyrste.,Chapter of The same Evangelist. I will begin now with the First.
A72490,155,3,16,IMAGE,6,"I haue rehersed vnto you, alredy the texte, which begynneth thus.","I have rehearsed unto you, already the text, which beginneth thus."
A72490,156,3,16,IMAGE,6,The grounde of a certeyne Ryche manne broughte furthe plentifull frutes.,The ground of a certain Rich man brought forth plentiful fruits.
A72490,157,3,17,IMAGE,6,"&c. Here is to be marked, the greate and infinite goodnes of god that gaue such aboundaunce of al erthly thynges, to this vnthankefull man, that dothe not once consider the abundant goodnes of God towardes hym, nor yet is he merciful towardes his neighbors, but forgate his bounde dewtie, bothe towardes god and his neighbours, and remembred onely hymself.","etc. Here is to be marked, the great and infinite Goodness of god that gave such abundance of all earthly things, to this unthankful man, that doth not once Consider the abundant Goodness of God towards him, nor yet is he merciful towards his neighbours, but foregate his bound duty, both towards god and his neighbours, and remembered only himself."
A72490,158,3,17,IMAGE,6,"Marke the wordes of ye history or parable, marke what this man saied, and marke also what he dyd,","Mark the words of the history or parable, mark what this man said, and mark also what he did,"
A72490,159,3,17,IMAGE,6,"Marke I say, for al men oughte to beware, either of suche saiynges or doynges, for the prouerbe is true:","Mark I say, for all men ought to beware, either of such sayings or doings, for the proverb is true:"
A72490,160,3,17,IMAGE,6,so do: so haue.,so do: so have.
A72490,161,3,17,IMAGE,6,"Say and do as this man dyd, and it shalbe sayed and done to you, as it was sayed and done vnto him.","Say and do as this man did, and it shall said and done to you, as it was said and done unto him."
A72490,162,3,17,IMAGE,6,"Marke this man well, with his saiynges and doynges, for euen so, it shalbe saied and done vnto you as was saied and done vnto hym.","Mark this man well, with his sayings and doings, for even so, it shall said and done unto you as was said and done unto him."
A72490,163,3,17,IMAGE,6,Firste what saied he? what dyd he?,First what said he? what did he?
A72490,164,3,17,IMAGE,6,"He saied, what shall I do, because I haue no roume where to bestowe my frutes.","He said, what shall I do, Because I have no room where to bestow my fruits."
A72490,165,3,17,IMAGE,6,And he saied: thus will I do:,And he said: thus will I do:
A72490,166,3,17,IMAGE,6,"I wil destroy my barnes, and buyld greater, and therin will I gather all my goodes that are growen to me.","I will destroy my Barns, and build greater, and therein will I gather all my goods that Are grown to me."
A72490,167,3,17,IMAGE,6,"&c. Here ye heare part of this mannes saiynges, and see his doynges, not without his thinkinges.","etc. Here you hear part of this Man's sayings, and see his doings, not without his thinkings."
A72490,168,3,17,IMAGE,6,"He saied, what shall I do?","He said, what shall I do?"
A72490,169,3,17,IMAGE,6,"Was this euill said? It had not been euill said, if the meanyng of his saiyng had been good.","Was this evil said? It had not been evil said, if the meaning of his saying had been good."
A72490,170,3,17,IMAGE,6,Euery man ought to examyne his awne consciece:,Every man ought to examine his awn conscience:
A72490,171,3,17,IMAGE,6,"saiyng to hymself, what shall I do?","saying to himself, what shall I do?"
A72490,172,3,17,IMAGE,6,"This manes saiyng maie be borne with in part, but consider the whole, with the meanyng, all is naught.","This manes saying may be born with in part, but Consider the Whole, with the meaning, all is nought."
A72490,173,3,17,IMAGE,6,He saieth: what shall I do.,He Saith: what shall I do.
A72490,174,3,17,IMAGE,6,"His meanyng was naught, his awne wordes declare no lesse.","His meaning was nought, his awn words declare no less."
A72490,175,3,17,IMAGE,6,"He meaneth not, when he saieth, what shall I do, accordyng to Goddes will, and to the comfort of my neighbor.","He means not, when he Saith, what shall I do, according to Goddess will, and to the Comfort of my neighbour."
A72490,176,3,17,IMAGE,6,"His meaning was altogether to get, to kepe, and to spende, all for his awne pleasure, all for his awne profite.","His meaning was altogether to get, to keep, and to spend, all for his awn pleasure, all for his awn profit."
A72490,177,3,17,IMAGE,6,"He regarded neither his dutie towardes God, nor yet towardes his neighbour.","He regarded neither his duty towards God, nor yet towards his neighbour."
A72490,178,3,18,IMAGE,6,"He made no reconyng, whence his aboundance of his goodes came, who gaue that plentie, whose goodes thei were, and how thei ought to be bestowed.","He made no reckoning, whence his abundance of his goods Come, who gave that plenty, whose goods they were, and how they ought to be bestowed."
A72490,179,3,18,IMAGE,6,"His mynd was set another waie, how he should kepe these his goodes, wher he should bestowe the, his mind was occupied in pullyng doune those thynges, yt were to litle for his purpose,","His mind was Set Another Way, how he should keep these his goods, where he should bestow thee, his mind was occupied in pulling down those things, that were to little for his purpose,"
A72490,180,3,18,IMAGE,6,"& to build greater, & to lacke no rome, where to lay al suche goodes, as wer growe vnto him as God had sent, geuen, or lent hym.","& to built greater, & to lack no room, where to lay all such goods, as were grow unto him as God had sent, given, or lent him."
A72490,181,3,18,IMAGE,6,"Was this an euill thyng, either to speake or to do?","Was this an evil thing, either to speak or to do?"
A72490,182,3,18,IMAGE,6,"to buyld greater houses, and to make greater romes, wher god sendeth suche great plentie?","to build greater houses, and to make greater Romes, where god sends such great plenty?"
A72490,183,3,18,IMAGE,6,"Nay truly. Herein was his faulte, that all that he either thought, said or did, was thought, said and doen, to none other end, but al for hymself.","Nay truly. Herein was his fault, that all that he either Thought, said or did, was Thought, said and done, to none other end, but all for himself."
A72490,184,3,18,IMAGE,6,"He neither regarded his duetie towardes God, nor yet towardes his neighbor.","He neither regarded his duty towards God, nor yet towards his neighbour."
A72490,185,3,18,IMAGE,6,"We heare nothyng of his thoughtes, saiynges & doinges, that his goodes came-fro god and ought to haue been receiued with thankesgeuyng, and also to haue been bestowed, accordyng to God the geuers wil.","We hear nothing of his thoughts, sayings & doings, that his goods came-fro god and ought to have been received with thankesgeuyng, and also to have been bestowed, according to God the geuers will."
A72490,186,3,18,IMAGE,6,"We heare tell of none of all these thynges, neither by his thoughtes, wordes nor dedes, but he thought said and did, al thynges, accordyng to his awne will, to his awne pleasure,","We hear tell of none of all these things, neither by his thoughts, words nor Deeds, but he Thought said and did, all things, according to his awn will, to his awn pleasure,"
A72490,187,3,18,IMAGE,6,& for his awne profit.,& for his awn profit.
A72490,188,3,18,IMAGE,6,"He compted al his goodes and substaunce his awne, growen vnto himself onely, and onely (as he toke it) to vse the to his awne pleasure and profite.","He counted all his goods and substance his awn, grown unto himself only, and only (as he took it) to use thee to his awn pleasure and profit."
